Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date
HQ671706,West Nile virus,GenBank,set:HQ671706,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4898/1999,Orthoflavivirus nilense,10614,complete,USA: Connecticut,USA,CT,Aedes vexans,,1999
HQ671707,West Nile virus,GenBank,set:HQ671707,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4899/1999,Orthoflavivirus nilense,10607,complete,USA: Connecticut,USA,CT,Culex pipiens,,1999
HQ671708,West Nile virus,GenBank,set:HQ671708,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4900/2000,Orthoflavivirus nilense,10613,complete,USA: Connecticut,USA,CT,Culex restuans,,2000
HQ671709,West Nile virus,GenBank,set:HQ671709,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4901/2000,Orthoflavivirus nilense,10488,complete,USA: Connecticut,USA,CT,Culex pipiens,,2000
HQ671710,West Nile virus,GenBank,set:HQ671710,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4902/2000,Orthoflavivirus nilense,10612,complete,USA: Connecticut,USA,CT,Culex pipiens,,2000
HQ671711,West Nile virus,GenBank,set:HQ671711,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4903/2000,Orthoflavivirus nilense,10613,complete,USA: Connecticut,USA,CT,Culex pipiens,,2000
HQ671712,West Nile virus,GenBank,set:HQ671712,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4904/2000,Orthoflavivirus nilense,10613,complete,USA: Connecticut,USA,CT,Culiseta melanura,,2000
HQ671713,West Nile virus,GenBank,set:HQ671713,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4905/2001,Orthoflavivirus nilense,10677,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,,2001
HQ671714,West Nile virus,GenBank,set:HQ671714,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4906/2001,Orthoflavivirus nilense,10613,complete,USA: Connecticut,USA,CT,Culex salinarius,,2001
HQ671715,West Nile virus,GenBank,set:HQ671715,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4908/2001,Orthoflavivirus nilense,10614,complete,USA: Connecticut,USA,CT,Culex pipiens,,2001
HQ671716,West Nile virus,GenBank,set:HQ671716,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4909/2001,Orthoflavivirus nilense,10610,complete,USA: Connecticut,USA,CT,Culiseta melanura,,2001
HQ671717,West Nile virus,GenBank,set:HQ671717,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4910/2001,Orthoflavivirus nilense,10614,complete,USA: Connecticut,USA,CT,Aedes cinereus,,2001
HQ671718,West Nile virus,GenBank,set:HQ671718,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4911/2001,Orthoflavivirus nilense,10614,complete,USA: Connecticut,USA,CT,Culex salinarius,,2001
HQ671719,West Nile virus,GenBank,set:HQ671719,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4912/2001,Orthoflavivirus nilense,10612,complete,USA: Connecticut,USA,CT,Culex pipiens,,2001
HQ671720,West Nile virus,GenBank,set:HQ671720,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4913/2002,Orthoflavivirus nilense,10737,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,,2002
HQ671721,West Nile virus,GenBank,set:HQ671721,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4625/2008,Orthoflavivirus nilense,10622,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2008
HQ671722,West Nile virus,GenBank,set:HQ671722,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4704/2002,Orthoflavivirus nilense,10454,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2002
HQ671723,West Nile virus,GenBank,set:HQ671723,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4715/2003,Orthoflavivirus nilense,10608,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2003
HQ671724,West Nile virus,GenBank,set:HQ671724,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4883/2005,Orthoflavivirus nilense,10389,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2005
HQ671725,West Nile virus,GenBank,set:HQ671725,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4885/2005,Orthoflavivirus nilense,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2005
HQ671726,West Nile virus,GenBank,set:HQ671726,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4887/2005,Orthoflavivirus nilense,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2005
HQ671727,West Nile virus,GenBank,set:HQ671727,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4889/2006,Orthoflavivirus nilense,10553,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2006
HQ671728,West Nile virus,GenBank,set:HQ671728,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4891/2006,Orthoflavivirus nilense,10614,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2006
HQ671729,West Nile virus,GenBank,set:HQ671729,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4892/2006,Orthoflavivirus nilense,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2006
HQ671730,West Nile virus,GenBank,set:HQ671730,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4897/2007,Orthoflavivirus nilense,10609,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2007
HQ705659,West Nile virus,GenBank,set:HQ705659,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4209/2003,Orthoflavivirus nilense,10522,complete,USA: Connecticut,USA,CT,Aedes cinereus,,2003
HQ705660,West Nile virus,GenBank,set:HQ705660,"Henn,M.R., Newman,R.M., Young,D., Ciota,A., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Kramer,L., Nusbaum,C., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4714/2003,Orthoflavivirus nilense,10608,complete,USA: New York,USA,NY,Corvus brachyrhynchos,brain,2003
HQ705669,West Nile virus,GenBank,set:HQ705669,"Henn,M.R., Newman,R.M., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Goldberg,T.L., Kitron,U.D., Ruiz,M.O., Walker,E.D., Brawn,J.D., Loss,S.R., Hamer,G.L., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,1/10/11,WNV-1/US/BID-V4342/2002,Orthoflavivirus nilense,10451,complete,USA: Illinois,USA,IL,Cyanocitta cristata,,2002
HQ596519,West Nile virus,GenBank,set:HQ596519,"Audsley,M., Edmonds,J., Liu,W., Mokhonov,V., Mokhonova,E., Melian,E.B., Prow,N., Hall,R.A., Khromykh,A.A., Khromykh,A.","University of Queensland, School of Chemistry and Molecular Biosciences",Australia,12/26/10,4132,Orthoflavivirus nilense,11029,complete,USA,USA,,Corvus,,1999
HM488122,West Nile virus,GenBank,set:HM488122,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,9/22/10,WNV-1/CTFS/BID-V4111/2006,Orthoflavivirus nilense,10617,complete,,,,Culex pipiens,,2006
HM488123,West Nile virus,GenBank,set:HM488123,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,9/22/10,WNV-1/CTFS/BID-V4112/2006,Orthoflavivirus nilense,10449,complete,,,,Culex pipiens,,2006
HM488124,West Nile virus,GenBank,set:HM488124,"Armstrong,P.M., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Pesko,K.N., Newman,R.M., Lennon,N.J., Birren,B.W., Ebel,G.D., Henn,M.R., Levin,J., Malboeuf,C., Casali,M., Russ,C., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Young,S., Berlin,A., Heiman,D., Sykes,S., Koehrsen,M., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Neiman,D., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Armstrong,P., Anderson,J., Andreadis,T., Vossbrinck,C., Nusbaum,C., Ebel,G., Birren,B.",Broad Institute of MIT and Harvard,USA,9/22/10,WNV-1/CTFS/BID-V4113/2006,Orthoflavivirus nilense,10622,complete,,,,Mesocricetus auratus,,2006
